Experiment,Accuracy,Kappa,Dataset,DR Method,N Components,Model,Class,IoU Score
Salinas_UMAP_15_li,94.1879583956844,0.9354039327931938,Salinas,UMAP,15,li,Fallow_rough_plow,0.9935437589670014
Salinas_UMAP_15_paoletti,94.3708548098062,0.9374766539755214,Salinas,UMAP,15,paoletti,Fallow_rough_plow,0.9928263988522238
Salinas_UMAP_30_mou,94.73849507657631,0.9415900603134754,Salinas,UMAP,30,mou,Fallow_rough_plow,0.9913916786226685
Salinas_UMAP_30_hamida,94.1657891333666,0.9351507248433109,Salinas,UMAP,30,hamida,Fallow_rough_plow,0.992831541218638
Salinas_UMAP_30_li,95.04147499491954,0.9449184106202076,Salinas,UMAP,30,li,Fallow_rough_plow,0.9935437589670014
Salinas_UMAP_30_paoletti,94.82532468732104,0.9425599703655174,Salinas,UMAP,30,paoletti,Fallow_rough_plow,0.992831541218638
Salinas_DiffMaps_8_mou,89.43449906704355,0.8824667523976196,Salinas,DiffMaps,8,mou,Fallow_rough_plow,0.9800995024875622
Salinas_DiffMaps_8_hamida,78.18914075634133,0.7551974583815915,Salinas,DiffMaps,8,hamida,Fallow_rough_plow,0.8733243967828418
Salinas_DiffMaps_8_li,81.34826063662732,0.7922229064897727,Salinas,DiffMaps,8,li,Fallow_rough_plow,0.9786628733997155
Salinas_DiffMaps_8_paoletti,88.65672744739419,0.8741308363001258,Salinas,DiffMaps,8,paoletti,Fallow_rough_plow,0.9674220963172805
Salinas_DiffMaps_15_mou,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,15,mou,Fallow_rough_plow,0.0
Salinas_DiffMaps_15_hamida,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,15,hamida,Fallow_rough_plow,0.0
Salinas_DiffMaps_15_li,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,15,li,Fallow_rough_plow,0.0
Salinas_DiffMaps_15_paoletti,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,15,paoletti,Fallow_rough_plow,0.0
Salinas_DiffMaps_30_mou,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,30,mou,Fallow_rough_plow,0.0
Salinas_DiffMaps_30_hamida,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,30,hamida,Fallow_rough_plow,0.0
Salinas_DiffMaps_30_li,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,30,li,Fallow_rough_plow,0.0
Salinas_DiffMaps_30_paoletti,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,30,paoletti,Fallow_rough_plow,0.0
Salinas_SOM_8_mou,88.8839623861516,0.8763875674161427,Salinas,SOM,8,mou,Fallow_rough_plow,0.9878484631879915
Salinas_SOM_8_hamida,90.06632304310074,0.8895232398540588,Salinas,SOM,8,hamida,Fallow_rough_plow,0.9878571428571429
Salinas_SOM_8_li,87.92329435238042,0.865799674621665,Salinas,SOM,8,li,Fallow_rough_plow,0.989247311827957
Salinas_SOM_8_paoletti,81.80827282972159,0.7970278214960465,Salinas,SOM,8,paoletti,Fallow_rough_plow,0.9899569583931134
Salinas_SOM_15_mou,92.02276044264627,0.9112622478234128,Salinas,SOM,15,mou,Fallow_rough_plow,0.9828693790149893
Salinas_SOM_15_hamida,94.13438267841636,0.9347639168772374,Salinas,SOM,15,hamida,Fallow_rough_plow,0.9857651245551602
Salinas_SOM_15_li,93.41018677603503,0.9268432383698966,Salinas,SOM,15,li,Fallow_rough_plow,0.9907010014306151
Salinas_SOM_15_paoletti,93.10905429621828,0.9233548332143872,Salinas,SOM,15,paoletti,Fallow_rough_plow,0.9863994273443092
Salinas_SOM_30_mou,92.73956659092168,0.919268121583719,Salinas,SOM,30,mou,Fallow_rough_plow,0.9863799283154122
Salinas_SOM_30_hamida,95.08950839660812,0.9453859484448108,Salinas,SOM,30,hamida,Fallow_rough_plow,0.9899569583931134
Salinas_SOM_30_li,95.14308411387611,0.9460446680525728,Salinas,SOM,30,li,Fallow_rough_plow,0.9899569583931134
Salinas_SOM_30_paoletti,93.07764784126807,0.9231241013751774,Salinas,SOM,30,paoletti,Fallow_rough_plow,0.9835596854896355
Salinas_Corr_8_mou,92.37007888562508,0.9154133729330411,Salinas,Corr,8,mou,Fallow_rough_plow,0.9906876790830945
Salinas_Corr_8_hamida,90.12359363742172,0.8903916569105753,Salinas,Corr,8,hamida,Fallow_rough_plow,0.9899928520371694
Salinas_Corr_8_li,91.22651443773208,0.9026163289470336,Salinas,Corr,8,li,Fallow_rough_plow,0.9921203438395415
Salinas_Corr_8_paoletti,89.05207929206156,0.8784548908152184,Salinas,Corr,8,paoletti,Fallow_rough_plow,0.9508547008547008
Salinas_Corr_15_mou,88.70845572613571,0.8750516170601198,Salinas,Corr,15,mou,Fallow_rough_plow,0.9807142857142858
Salinas_Corr_15_hamida,91.86018585231577,0.909412348836505,Salinas,Corr,15,hamida,Fallow_rough_plow,0.9899569583931134
Salinas_Corr_15_li,93.24761218570453,0.9249115162593464,Salinas,Corr,15,li,Fallow_rough_plow,0.9935437589670014
Salinas_Corr_15_paoletti,91.68652663082636,0.9076891268926138,Salinas,Corr,15,paoletti,Fallow_rough_plow,0.9863799283154122
Salinas_Corr_30_mou,91.36876720427128,0.9040590576189792,Salinas,Corr,30,mou,Fallow_rough_plow,0.9759036144578314
Salinas_Corr_30_hamida,94.13623011694284,0.9348926698700298,Salinas,Corr,30,hamida,Fallow_rough_plow,0.9913978494623656
Salinas_Corr_30_li,94.79946054795026,0.9421443813010356,Salinas,Corr,30,li,Fallow_rough_plow,0.992831541218638
Salinas_Corr_30_paoletti,87.35428328622365,0.8597223695632515,Salinas,Corr,30,paoletti,Fallow_rough_plow,0.9360222531293463
Salinas_Var_8_mou,88.15052929113784,0.8684769915812355,Salinas,Var,8,mou,Fallow_rough_plow,0.9906943450250537
Salinas_Var_8_hamida,85.71191043618023,0.8415571354362744,Salinas,Var,8,hamida,Fallow_rough_plow,0.9864188706218727
Salinas_Var_8_li,85.57150510816753,0.8396565229422862,Salinas,Var,8,li,Fallow_rough_plow,0.9885795860099929
Salinas_Var_8_paoletti,85.85970551829888,0.8433345339238133,Salinas,Var,8,paoletti,Fallow_rough_plow,0.9807142857142858
Salinas_Var_15_mou,89.76334312475753,0.8864959274746155,Salinas,Var,15,mou,Fallow_rough_plow,0.9815471965933286
Salinas_Var_15_hamida,90.41179404755307,0.8935091858022852,Salinas,Var,15,hamida,Fallow_rough_plow,0.9892780557541101
Salinas_Var_15_li,90.48569158861238,0.8943091807457126,Salinas,Var,15,li,Fallow_rough_plow,0.9878744650499287
Salinas_Var_15_paoletti,91.55720593397255,0.9062298501426695,Salinas,Var,15,paoletti,Fallow_rough_plow,0.9870875179340028
Salinas_Var_30_mou,93.83879251417908,0.9315350223832044,Salinas,Var,30,mou,Fallow_rough_plow,0.9885222381635581
Salinas_Var_30_hamida,92.90768349683164,0.921285496934862,Salinas,Var,30,hamida,Fallow_rough_plow,0.9885304659498207
Salinas_Var_30_li,94.02907868240683,0.9336637513240016,Salinas,Var,30,li,Fallow_rough_plow,0.9921090387374462
Salinas_Var_30_paoletti,92.9668015296791,0.9217623768662844,Salinas,Var,30,paoletti,Fallow_rough_plow,0.9842632331902719
Salinas_AE1_8_mou,93.58015112047148,0.9286365039831004,Salinas,AE1,8,mou,Fallow_rough_plow,0.9794762915782024
Salinas_AE1_8_hamida,91.5313417946018,0.905809014496606,Salinas,AE1,8,hamida,Fallow_rough_plow,0.9871428571428571
Salinas_AE1_8_li,94.829019564374,0.9425510710366592,Salinas,AE1,8,li,Fallow_rough_plow,0.9913978494623656
Salinas_AE1_8_paoletti,91.2690055238412,0.9029114198676996,Salinas,AE1,8,paoletti,Fallow_rough_plow,0.9557399723374828
Salinas_AE1_15_mou,94.9712723309132,0.944183108711202,Salinas,AE1,15,mou,Fallow_rough_plow,0.9870875179340028
Salinas_AE1_15_hamida,93.56352417373311,0.9285924614519628,Salinas,AE1,15,hamida,Fallow_rough_plow,0.9870967741935484
Salinas_AE1_15_li,94.97311976943968,0.9441613360558028,Salinas,AE1,15,li,Fallow_rough_plow,0.9913978494623656
Salinas_AE1_15_paoletti,94.34314323190895,0.9371963934509286,Salinas,AE1,15,paoletti,Fallow_rough_plow,0.9829059829059829
Salinas_AE1_30_mou,94.97681464649264,0.9441760900285084,Salinas,AE1,30,mou,Fallow_rough_plow,0.9913978494623656
Salinas_AE1_30_hamida,93.5986255057363,0.9290537788203458,Salinas,AE1,30,hamida,Fallow_rough_plow,0.9906876790830945
Salinas_AE1_30_li,95.20589702377652,0.9467706153483234,Salinas,AE1,30,li,Fallow_rough_plow,0.9921146953405018
Salinas_AE1_30_paoletti,94.79022335531783,0.9421548794700946,Salinas,AE1,30,paoletti,Fallow_rough_plow,0.9878397711015737
Salinas_AE2_8_mou,92.4661456890022,0.916277348462414,Salinas,AE2,8,mou,Fallow_rough_plow,0.9161971830985915
Salinas_AE2_8_hamida,92.2795543978274,0.9142176522541936,Salinas,AE2,8,hamida,Fallow_rough_plow,0.9857142857142858
Salinas_AE2_8_li,93.60601525984222,0.928929990418012,Salinas,AE2,8,li,Fallow_rough_plow,0.9906943450250537
Salinas_AE2_8_paoletti,91.88050767610709,0.9098401349969152,Salinas,AE2,8,paoletti,Fallow_rough_plow,0.9785561115082202
Salinas_AE2_30_mou,96.00029559016424,0.955579161207324,Salinas,AE2,30,mou,Fallow_rough_plow,0.992831541218638
Salinas_AE2_30_hamida,95.36662417558055,0.9484968055958858,Salinas,AE2,30,hamida,Fallow_rough_plow,0.9935437589670014
Salinas_AE2_30_li,95.22621884756784,0.9469561374888926,Salinas,AE2,30,li,Fallow_rough_plow,0.989247311827957
Salinas_AE2_30_paoletti,96.56191690221507,0.9618053469973584,Salinas,AE2,30,paoletti,Fallow_rough_plow,0.9921090387374462
Salinas_PCA_8_mou,95.2853368804153,0.9476512761593476,Salinas,PCA,8,mou,Fallow_smooth,0.9936802973977695
Salinas_PCA_8_hamida,94.7089360601526,0.941173536422126,Salinas,PCA,8,hamida,Fallow_smooth,0.9985069055617768
Salinas_PCA_8_li,95.70101054887398,0.9522562549106768,Salinas,PCA,8,li,Fallow_smooth,0.9981357196122297
Salinas_PCA_8_paoletti,95.536588520017,0.9504002056331988,Salinas,PCA,8,paoletti,Fallow_smooth,0.9859259259259259
Salinas_PCA_15_mou,88.48861054148423,0.8721885161992068,Salinas,PCA,15,mou,Fallow_smooth,0.9002557544757033
Salinas_PCA_15_hamida,94.9915941547045,0.9443423404119878,Salinas,PCA,15,hamida,Fallow_smooth,0.9966417910447761
Salinas_PCA_15_li,95.0026787858634,0.9444921032610828,Salinas,PCA,15,li,Fallow_smooth,0.9973861090365945
Salinas_PCA_15_paoletti,89.31626300134863,0.8812662249268737,Salinas,PCA,15,paoletti,Fallow_smooth,0.9227019498607242
Salinas_PCA_30_mou,95.10613534334644,0.9456496727673,Salinas,PCA,30,mou,Fallow_smooth,0.9604143544210136
Salinas_PCA_30_hamida,96.64135675885385,0.96267632087766,Salinas,PCA,30,hamida,Fallow_smooth,0.9992537313432835
Salinas_PCA_30_li,96.83349036560809,0.9648137822210732,Salinas,PCA,30,li,Fallow_smooth,0.9996267263904441
Salinas_PCA_30_paoletti,93.9126900552384,0.9323513960031672,Salinas,PCA,30,paoletti,Fallow_smooth,0.9688311688311688
Salinas_FastICA_8_mou,93.86835153060282,0.9318242369238678,Salinas,FastICA,8,mou,Fallow_smooth,0.970192657215558
Salinas_FastICA_8_hamida,95.10244046629349,0.9455733085609872,Salinas,FastICA,8,hamida,Fallow_smooth,0.9973909802459933
Salinas_FastICA_8_li,95.90977110236656,0.954531790966776,Salinas,FastICA,8,li,Fallow_smooth,0.9992537313432835
Salinas_FastICA_8_paoletti,95.29457407304773,0.9477495638095944,Salinas,FastICA,8,paoletti,Fallow_smooth,0.984109386548411
Salinas_FastICA_15_mou,93.8166232518613,0.9313005228137162,Salinas,FastICA,15,mou,Fallow_smooth,0.9641288433382138
Salinas_FastICA_15_hamida,88.32418851262725,0.8707278764809062,Salinas,FastICA,15,hamida,Fallow_smooth,0.9237891737891738
Salinas_FastICA_15_li,20.512109959541096,0.0018075733304797,Salinas,FastICA,15,li,Fallow_smooth,0.0
Salinas_FastICA_15_paoletti,97.22884221027546,0.969208371025712,Salinas,FastICA,15,paoletti,Fallow_smooth,0.9947994056463596
Salinas_FastICA_30_mou,95.154168745035,0.9461524936593606,Salinas,FastICA,30,mou,Fallow_smooth,0.9704469892870337
Salinas_FastICA_30_hamida,96.3956474348316,0.9599492213776504,Salinas,FastICA,30,hamida,Fallow_smooth,0.9925428784489188
Salinas_FastICA_30_li,94.40780358033588,0.9377300773567314,Salinas,FastICA,30,li,Fallow_smooth,0.9849209268113277
Salinas_FastICA_30_paoletti,95.9374826802638,0.9548742777620608,Salinas,FastICA,30,paoletti,Fallow_smooth,0.9443846429852888
Salinas_UMAP_8_mou,93.9348593175562,0.9326736905964113,Salinas,UMAP,8,mou,Fallow_smooth,0.9992531740104555
Salinas_UMAP_8_hamida,93.30118790297252,0.9255839170018192,Salinas,UMAP,8,hamida,Fallow_smooth,0.9973880597014926
Salinas_UMAP_8_li,94.1547045022077,0.9350994369328772,Salinas,UMAP,8,li,Fallow_smooth,0.9996267263904441
Salinas_UMAP_8_paoletti,93.7519629034344,0.930556356695755,Salinas,UMAP,8,paoletti,Fallow_smooth,0.996268656716418
Salinas_UMAP_15_mou,93.89421566997358,0.932229212619754,Salinas,UMAP,15,mou,Fallow_smooth,1.0
Salinas_UMAP_15_hamida,93.36769568992592,0.9263897457968892,Salinas,UMAP,15,hamida,Fallow_smooth,0.9985069055617768
Salinas_UMAP_15_li,94.1879583956844,0.9354039327931938,Salinas,UMAP,15,li,Fallow_smooth,0.9988797610156833
Salinas_UMAP_15_paoletti,94.3708548098062,0.9374766539755214,Salinas,UMAP,15,paoletti,Fallow_smooth,0.9996267263904441
Salinas_UMAP_30_mou,94.73849507657631,0.9415900603134754,Salinas,UMAP,30,mou,Fallow_smooth,0.9988810145468109
Salinas_UMAP_30_hamida,94.1657891333666,0.9351507248433109,Salinas,UMAP,30,hamida,Fallow_smooth,0.9981329350261389
Salinas_UMAP_30_li,95.04147499491954,0.9449184106202076,Salinas,UMAP,30,li,Fallow_smooth,1.0
Salinas_UMAP_30_paoletti,94.82532468732104,0.9425599703655174,Salinas,UMAP,30,paoletti,Fallow_smooth,0.9970126960418223
Salinas_DiffMaps_8_mou,89.43449906704355,0.8824667523976196,Salinas,DiffMaps,8,mou,Fallow_smooth,0.9884672619047619
Salinas_DiffMaps_8_hamida,78.18914075634133,0.7551974583815915,Salinas,DiffMaps,8,hamida,Fallow_smooth,0.8481222997673645
Salinas_DiffMaps_8_li,81.34826063662732,0.7922229064897727,Salinas,DiffMaps,8,li,Fallow_smooth,0.9829059829059829
Salinas_DiffMaps_8_paoletti,88.65672744739419,0.8741308363001258,Salinas,DiffMaps,8,paoletti,Fallow_smooth,0.9767184035476718
Salinas_DiffMaps_15_mou,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,15,mou,Fallow_smooth,0.0
Salinas_DiffMaps_15_hamida,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,15,hamida,Fallow_smooth,0.0
Salinas_DiffMaps_15_li,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,15,li,Fallow_smooth,0.0
Salinas_DiffMaps_15_paoletti,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,15,paoletti,Fallow_smooth,0.0
Salinas_DiffMaps_30_mou,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,30,mou,Fallow_smooth,0.0
Salinas_DiffMaps_30_hamida,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,30,hamida,Fallow_smooth,0.0
Salinas_DiffMaps_30_li,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,30,li,Fallow_smooth,0.0
Salinas_DiffMaps_30_paoletti,20.512109959541096,0.0018075733304797,Salinas,DiffMaps,30,paoletti,Fallow_smooth,0.0
Salinas_SOM_8_mou,88.8839623861516,0.8763875674161427,Salinas,SOM,8,mou,Fallow_smooth,0.9359160028964518
Salinas_SOM_8_hamida,90.06632304310074,0.8895232398540588,Salinas,SOM,8,hamida,Fallow_smooth,0.9585605234460196
Salinas_SOM_8_li,87.92329435238042,0.865799674621665,Salinas,SOM,8,li,Fallow_smooth,0.9571854058078928
Salinas_SOM_8_paoletti,81.80827282972159,0.7970278214960465,Salinas,SOM,8,paoletti,Fallow_smooth,0.9353340478742408
Salinas_SOM_15_mou,92.02276044264627,0.9112622478234128,Salinas,SOM,15,mou,Fallow_smooth,0.9358695652173913
Salinas_SOM_15_hamida,94.13438267841636,0.9347639168772374,Salinas,SOM,15,hamida,Fallow_smooth,0.9808612440191388
Salinas_SOM_15_li,93.41018677603503,0.9268432383698966,Salinas,SOM,15,li,Fallow_smooth,0.9667786487495335
Salinas_SOM_15_paoletti,93.10905429621828,0.9233548332143872,Salinas,SOM,15,paoletti,Fallow_smooth,0.9559748427672956
Salinas_SOM_30_mou,92.73956659092168,0.919268121583719,Salinas,SOM,30,mou,Fallow_smooth,0.9855233853006682
Salinas_SOM_30_hamida,95.08950839660812,0.9453859484448108,Salinas,SOM,30,hamida,Fallow_smooth,0.9959077380952381
Salinas_SOM_30_li,95.14308411387611,0.9460446680525728,Salinas,SOM,30,li,Fallow_smooth,0.9970215934475056
Salinas_SOM_30_paoletti,93.07764784126807,0.9231241013751774,Salinas,SOM,30,paoletti,Fallow_smooth,0.9644180874722016
Salinas_Corr_8_mou,92.37007888562508,0.9154133729330411,Salinas,Corr,8,mou,Fallow_smooth,0.990727002967359
Salinas_Corr_8_hamida,90.12359363742172,0.8903916569105753,Salinas,Corr,8,hamida,Fallow_smooth,0.9775322283609577
Salinas_Corr_8_li,91.22651443773208,0.9026163289470336,Salinas,Corr,8,li,Fallow_smooth,0.9936661698956781
Salinas_Corr_8_paoletti,89.05207929206156,0.8784548908152184,Salinas,Corr,8,paoletti,Fallow_smooth,0.8913202042304887
Salinas_Corr_15_mou,88.70845572613571,0.8750516170601198,Salinas,Corr,15,mou,Fallow_smooth,0.9530465949820789
Salinas_Corr_15_hamida,91.86018585231577,0.909412348836505,Salinas,Corr,15,hamida,Fallow_smooth,0.9096677864874954
Salinas_Corr_15_li,93.24761218570453,0.9249115162593464,Salinas,Corr,15,li,Fallow_smooth,0.9951690821256038
Salinas_Corr_15_paoletti,91.68652663082636,0.9076891268926138,Salinas,Corr,15,paoletti,Fallow_smooth,0.9737620103473762
Salinas_Corr_30_mou,91.36876720427128,0.9040590576189792,Salinas,Corr,30,mou,Fallow_smooth,0.9674074074074074
Salinas_Corr_30_hamida,94.13623011694284,0.9348926698700298,Salinas,Corr,30,hamida,Fallow_smooth,0.9899478778853313
Salinas_Corr_30_li,94.79946054795026,0.9421443813010356,Salinas,Corr,30,li,Fallow_smooth,0.996276991809382
Salinas_Corr_30_paoletti,87.35428328622365,0.8597223695632515,Salinas,Corr,30,paoletti,Fallow_smooth,0.9288808664259928
Salinas_Var_8_mou,88.15052929113784,0.8684769915812355,Salinas,Var,8,mou,Fallow_smooth,0.9450784593437945
Salinas_Var_8_hamida,85.71191043618023,0.8415571354362744,Salinas,Var,8,hamida,Fallow_smooth,0.9128187456926258
Salinas_Var_8_li,85.57150510816753,0.8396565229422862,Salinas,Var,8,li,Fallow_smooth,0.9040348964013086
Salinas_Var_8_paoletti,85.85970551829888,0.8433345339238133,Salinas,Var,8,paoletti,Fallow_smooth,0.9019341703427214
Salinas_Var_15_mou,89.76334312475753,0.8864959274746155,Salinas,Var,15,mou,Fallow_smooth,0.9308286516853933
Salinas_Var_15_hamida,90.41179404755307,0.8935091858022852,Salinas,Var,15,hamida,Fallow_smooth,0.9138755980861244
Salinas_Var_15_li,90.48569158861238,0.8943091807457126,Salinas,Var,15,li,Fallow_smooth,0.9492330168005844
Salinas_Var_15_paoletti,91.55720593397255,0.9062298501426695,Salinas,Var,15,paoletti,Fallow_smooth,0.9610007358351729
Salinas_Var_30_mou,93.83879251417908,0.9315350223832044,Salinas,Var,30,mou,Fallow_smooth,0.9828869047619048
Salinas_Var_30_hamida,92.90768349683164,0.921285496934862,Salinas,Var,30,hamida,Fallow_smooth,0.989239332096475
Salinas_Var_30_li,94.02907868240683,0.9336637513240016,Salinas,Var,30,li,Fallow_smooth,0.994060876020787
Salinas_Var_30_paoletti,92.9668015296791,0.9217623768662844,Salinas,Var,30,paoletti,Fallow_smooth,0.9825213834139085
Salinas_AE1_8_mou,93.58015112047148,0.9286365039831004,Salinas,AE1,8,mou,Fallow_smooth,0.988441461595824
Salinas_AE1_8_hamida,91.5313417946018,0.905809014496606,Salinas,AE1,8,hamida,Fallow_smooth,0.9813502424468482
Salinas_AE1_8_li,94.829019564374,0.9425510710366592,Salinas,AE1,8,li,Fallow_smooth,0.9966442953020134
Salinas_AE1_8_paoletti,91.2690055238412,0.9029114198676996,Salinas,AE1,8,paoletti,Fallow_smooth,0.950218023255814
Salinas_AE1_15_mou,94.9712723309132,0.944183108711202,Salinas,AE1,15,mou,Fallow_smooth,0.9966505396352809
Salinas_AE1_15_hamida,93.56352417373311,0.9285924614519628,Salinas,AE1,15,hamida,Fallow_smooth,0.9955373744886575
Salinas_AE1_15_li,94.97311976943968,0.9441613360558028,Salinas,AE1,15,li,Fallow_smooth,0.9992534527808884
Salinas_AE1_15_paoletti,94.34314323190895,0.9371963934509286,Salinas,AE1,15,paoletti,Fallow_smooth,0.9973909802459933
Salinas_AE1_30_mou,94.97681464649264,0.9441760900285084,Salinas,AE1,30,mou,Fallow_smooth,0.9992534527808884
Salinas_AE1_30_hamida,93.5986255057363,0.9290537788203458,Salinas,AE1,30,hamida,Fallow_smooth,0.9951492537313433
Salinas_AE1_30_li,95.20589702377652,0.9467706153483234,Salinas,AE1,30,li,Fallow_smooth,0.9988801791713325
Salinas_AE1_30_paoletti,94.79022335531783,0.9421548794700946,Salinas,AE1,30,paoletti,Fallow_smooth,0.9944217181108219
Salinas_AE2_8_mou,92.4661456890022,0.916277348462414,Salinas,AE2,8,mou,Fallow_smooth,0.9539402662828356
Salinas_AE2_8_hamida,92.2795543978274,0.9142176522541936,Salinas,AE2,8,hamida,Fallow_smooth,0.991074748977315
Salinas_AE2_8_li,93.60601525984222,0.928929990418012,Salinas,AE2,8,li,Fallow_smooth,0.9973870847331093
Salinas_AE2_8_paoletti,91.88050767610709,0.9098401349969152,Salinas,AE2,8,paoletti,Fallow_smooth,0.9848931466470154
Salinas_AE2_30_mou,96.00029559016424,0.955579161207324,Salinas,AE2,30,mou,Fallow_smooth,0.9977595220313666
Salinas_AE2_30_hamida,95.36662417558055,0.9484968055958858,Salinas,AE2,30,hamida,Fallow_smooth,0.9973870847331093
Salinas_AE2_30_li,95.22621884756784,0.9469561374888926,Salinas,AE2,30,li,Fallow_smooth,0.9973929236499068
Salinas_AE2_30_paoletti,96.56191690221507,0.9618053469973584,Salinas,AE2,30,paoletti,Fallow_smooth,0.9992534527808884
Salinas_PCA_8_mou,95.2853368804153,0.9476512761593476,Salinas,PCA,8,mou,Stubble,0.9831021437578814
Salinas_PCA_8_hamida,94.7089360601526,0.941173536422126,Salinas,PCA,8,hamida,Stubble,0.9845920687042182
Salinas_PCA_8_li,95.70101054887398,0.9522562549106768,Salinas,PCA,8,li,Stubble,0.9845920687042182
Salinas_PCA_8_paoletti,95.536588520017,0.9504002056331988,Salinas,PCA,8,paoletti,Stubble,0.9840949255238576
Salinas_PCA_15_mou,88.48861054148423,0.8721885161992068,Salinas,PCA,15,mou,Stubble,0.9843434343434343
Salinas_PCA_15_hamida,94.9915941547045,0.9443423404119878,Salinas,PCA,15,hamida,Stubble,0.9845920687042182
Salinas_PCA_15_li,95.0026787858634,0.9444921032610828,Salinas,PCA,15,li,Stubble,0.9845920687042182
Salinas_PCA_15_paoletti,89.31626300134863,0.8812662249268737,Salinas,PCA,15,paoletti,Stubble,0.9845920687042182
Salinas_PCA_30_mou,95.10613534334644,0.9456496727673,Salinas,PCA,30,mou,Stubble,0.9838424640242363
Salinas_PCA_30_hamida,96.64135675885385,0.96267632087766,Salinas,PCA,30,hamida,Stubble,0.9845920687042182
Salinas_PCA_30_li,96.83349036560809,0.9648137822210732,Salinas,PCA,30,li,Stubble,0.9845920687042182
Salinas_PCA_30_paoletti,93.9126900552384,0.9323513960031672,Salinas,PCA,30,paoletti,Stubble,0.9840949255238576
Salinas_FastICA_8_mou,93.86835153060282,0.9318242369238678,Salinas,FastICA,8,mou,Stubble,0.9845920687042182
Salinas_FastICA_8_hamida,95.10244046629349,0.9455733085609872,Salinas,FastICA,8,hamida,Stubble,0.9845920687042182
Salinas_FastICA_8_li,95.90977110236656,0.954531790966776,Salinas,FastICA,8,li,Stubble,0.9845920687042182
Salinas_FastICA_8_paoletti,95.29457407304773,0.9477495638095944,Salinas,FastICA,8,paoletti,Stubble,0.9845920687042182
Salinas_FastICA_15_mou,93.8166232518613,0.9313005228137162,Salinas,FastICA,15,mou,Stubble,0.9845920687042182
Salinas_FastICA_15_hamida,88.32418851262725,0.8707278764809062,Salinas,FastICA,15,hamida,Stubble,0.9776044287871163
Salinas_FastICA_15_li,20.512109959541096,0.0018075733304797,Salinas,FastICA,15,li,Stubble,0.0
Salinas_FastICA_15_paoletti,97.22884221027546,0.969208371025712,Salinas,FastICA,15,paoletti,Stubble,0.9840949255238576
Salinas_FastICA_30_mou,95.154168745035,0.9461524936593606,Salinas,FastICA,30,mou,Stubble,0.9845920687042182
Salinas_FastICA_30_hamida,96.3956474348316,0.9599492213776504,Salinas,FastICA,30,hamida,Stubble,0.9845920687042182
Salinas_FastICA_30_li,94.40780358033588,0.9377300773567314,Salinas,FastICA,30,li,Stubble,0.9845920687042182
Salinas_FastICA_30_paoletti,95.9374826802638,0.9548742777620608,Salinas,FastICA,30,paoletti,Stubble,0.9845920687042182
Salinas_UMAP_8_mou,93.9348593175562,0.9326736905964113,Salinas,UMAP,8,mou,Stubble,0.9845920687042182
Salinas_UMAP_8_hamida,93.30118790297252,0.9255839170018192,Salinas,UMAP,8,hamida,Stubble,0.9840909090909091
Salinas_UMAP_8_li,94.1547045022077,0.9350994369328772,Salinas,UMAP,8,li,Stubble,0.9845920687042182
Salinas_UMAP_8_paoletti,93.7519629034344,0.930556356695755,Salinas,UMAP,8,paoletti,Stubble,0.9843434343434343
Salinas_UMAP_15_mou,93.89421566997358,0.932229212619754,Salinas,UMAP,15,mou,Stubble,0.9845920687042182
Salinas_UMAP_15_hamida,93.36769568992592,0.9263897457968892,Salinas,UMAP,15,hamida,Stubble,0.9843434343434343
Salinas_UMAP_15_li,94.1879583956844,0.9354039327931938,Salinas,UMAP,15,li,Stubble,0.9845920687042182
Salinas_UMAP_15_paoletti,94.3708548098062,0.9374766539755214,Salinas,UMAP,15,paoletti,Stubble,0.9845920687042182
Salinas_UMAP_30_mou,94.73849507657631,0.9415900603134754,Salinas,UMAP,30,mou,Stubble,0.9845920687042182
Salinas_UMAP_30_hamida,94.1657891333666,0.9351507248433109,Salinas,UMAP,30,hamida,Stubble,0.9845920687042182
Salinas_UMAP_30_li,95.04147499491954,0.9449184106202076,Salinas,UMAP,30,li,Stubble,0.9845920687042182
Salinas_UMAP_30_paoletti,94.82532468732104,0.9425599703655174,Salinas,UMAP,30,paoletti,Stubble,0.9845920687042182
Salinas_DiffMaps_8_mou,89.43449906704355,0.8824667523976196,Salinas,DiffMaps,8,mou,Stubble,0.9845920687042182
Salinas_DiffMaps_8_hamida,78.18914075634133,0.7551974583815915,Salinas,DiffMaps,8,hamida,Stubble,0.9782937910146391
Salinas_DiffMaps_8_li,81.34826063662732,0.7922229064897727,Salinas,DiffMaps,8,li,Stubble,0.9843394796665824
